#Node	Received	Sent	PDR(%)
2	103	121	85.12
24	30	30	100.00
8	30	29	103.44
11	30	29	103.44
6	30	30	100.00
18	30	30	100.00
4	30	29	103.44
7	30	29	103.44
14	30	30	100.00
15	29	29	100.00
25	30	30	100.00
20	30	29	103.44
16	30	30	100.00
10	30	29	103.44
12	30	30	100.00
22	30	30	100.00
26	30	30	100.00
9	30	29	103.44
5	30	29	103.44
19	29	30	96.66
17	30	30	100.00
13	30	30	100.00
3	30	30	100.00
21	30	30	100.00
23	30	29	103.44
