1	0
2	60.00
3	40.00
4	33.33
5	25.00
6	24.00
7	20.00
8	20.00
9	20.00
10	22.22
11	24.00
12	27.27
13	30.00
14	29.23
15	27.14
16	26.66
17	26.25
18	25.88
19	24.44
20	24.21
21	26.00
22	27.61
23	28.18
24	28.69
25	27.50
26	27.20
27	26.15
28	25.18
29	25.71
30	25.51
31	26.00
32	26.45
33	25.62
34	25.45
35	25.29
36	24.57
37	23.88
38	23.78
39	23.68
40	23.58
41	23.50
42	23.41
43	22.85
44	22.32
45	22.27
46	21.77
47	22.60
48	22.55
49	22.91
50	23.26
51	23.60
52	23.52
53	23.84
54	23.77
55	24.07
56	24.36
57	24.28
58	23.85
59	23.79
60	24.06
