1	80.00
2	46.66
3	44.00
4	37.14
5	33.33
6	29.09
7	27.69
8	26.66
9	25.88
10	25.26
11	24.76
12	26.95
13	26.40
14	25.92
15	25.51
16	23.87
17	23.03
18	24.57
19	24.86
20	23.58
21	22.43
22	21.86
23	21.77
24	22.97
25	22.44
26	21.96
27	21.13
28	21.09
29	20.70
30	20.00
31	20.32
32	20.31
33	20.00
34	19.70
35	20.00
36	20.28
37	20.27
38	21.33
39	20.77
40	20.25
41	19.75
42	19.51
43	19.29
44	18.85
45	18.65
46	18.24
47	18.27
48	18.10
49	18.35
50	18.58
51	18.81
52	18.64
53	18.66
54	18.69
55	18.34
56	18.01
57	17.69
58	17.39
59	17.09
60	16.97
