#Node	Received	Sent	PDR(%)
2	70	81	86.41
24	19	19	100.00
8	20	20	100.00
11	19	19	100.00
6	18	19	94.73
18	20	20	100.00
4	20	20	100.00
27	19	20	95.00
7	20	20	100.00
14	20	20	100.00
15	20	20	100.00
25	20	20	100.00
20	20	20	100.00
16	19	19	100.00
10	20	20	100.00
12	19	19	100.00
22	19	19	100.00
26	20	19	105.26
9	19	19	100.00
5	20	20	100.00
19	20	20	100.00
17	19	19	100.00
13	19	20	95.00
3	20	20	100.00
21	20	20	100.00
23	20	20	100.00
