1	66.66
2	42.85
3	50.00
4	42.10
5	40.00
6	40.00
7	39.47
8	37.20
9	36.73
10	38.18
11	41.66
12	40.29
13	41.09
14	40.00
15	38.82
16	36.95
17	36.08
18	34.61
19	33.02
20	31.30
21	30.00
22	30.15
23	29.32
24	30.93
25	31.72
26	33.77
27	33.12
28	33.95
29	33.72
30	33.14
31	33.33
32	33.51
33	33.67
34	33.66
35	33.17
36	33.17
37	32.25
38	32.14
39	31.73
40	31.48
41	32.08
42	31.70
43	31.62
44	31.15
45	30.94
46	30.37
47	30.32
48	30.03
49	29.75
50	29.49
51	31.00
52	30.61
53	29.93
54	29.46
55	29.23
56	29.30
57	28.69
58	28.36
59	29.14
60	29.29
