#time(min)	pdr	overhead:(icmp/(icmp+udp))
time(min)	1s-20m-20f-A-RX100%-1hr.csc.log	1s-20m-20f-A-RX100%-1hr.csc.log
1	55.555	0.978
2	45.762	0.917
3	46.153	0.893
4	49.044	0.877
5	52.000	0.867
6	52.800	0.855
7	53.691	0.849
8	54.913	0.842
9	56.010	0.834
10	58.181	0.826
11	58.932	0.819
12	60.447	0.813
13	60.585	0.809
14	61.049	0.804
15	61.617	0.801
16	61.475	0.797
17	61.439	0.793
18	62.666	0.790
19	63.230	0.786
20	64.021	0.782
21	64.705	0.776
22	64.532	0.773
23	65.028	0.770
24	65.229	0.767
25	65.431	0.766
26	65.397	0.762
27	65.445	0.761
28	65.437	0.759
29	65.659	0.756
30	65.928	0.755
31	65.975	0.755
32	65.998	0.753
33	65.954	0.753
34	66.227	0.751
35	66.219	0.750
36	66.093	0.750
37	66.014	0.749
38	66.013	0.748
39	66.049	0.747
40	66.223	0.746
41	66.026	0.743
42	66.161	0.742
43	66.254	0.742
44	66.119	0.741
45	66.226	0.740
46	66.297	0.740
47	66.291	0.739
48	66.416	0.740
49	66.450	0.742
50	66.610	0.741
51	66.542	0.742
52	66.585	0.742
53	66.586	0.743
54	66.601	0.743
55	66.500	0.743
56	66.565	0.743
57	66.419	0.741
58	66.520	0.741
59	66.654	0.740
60	66.830	0.738
