#0 #Node 5
1				18897
3				20429
3				17931
4				18211
5				19134
6				20431
7				18672
9				18387
9				20435
10				22722
11				17911
12				18192
13				19412
14				19246
15				16390
16				19700
17				18385
18				19418
19				17620
20				17422
21				12988
22				18688
23				13553
24				11761
25				12704
26				13881
27				14124
28				13553
29				12772
30				14021
31				11198
32				13544
33				12048
34				13838
35				11483
36				10799
37				13554
38				13357
39				11498
40				10734
42				19954
42				20237
43				20742
44				20164
45				17150
46				18937
47				20479
48				17168
49				18949
50				17630
51				20514
52				17442
53				19702
54				19413
55				20166
56				17341
57				19704
58				19417
59				17665

