1	100.00
2	53.33
3	52.00
4	60.00
5	64.44
6	56.36
7	52.30
8	48.00
9	50.58
10	54.73
11	52.38
12	50.43
13	47.20
14	45.92
15	43.44
16	41.29
17	41.21
18	41.71
19	41.62
20	41.53
21	41.46
22	42.79
23	44.00
24	45.53
25	46.12
26	47.84
27	47.16
28	45.81
29	45.26
30	45.08
31	44.59
32	44.12
33	44.92
34	46.26
35	46.95
36	47.04
37	47.39
38	47.46
39	47.27
40	47.59
41	47.16
42	46.26
43	45.17
44	44.59
45	44.26
46	44.61
47	43.87
48	44.21
49	44.12
50	44.44
51	44.75
52	44.66
53	45.52
54	45.42
55	45.68
56	46.12
57	46.37
58	45.56
59	45.12
60	45.04
