1	100
2	66.66
3	72.00
4	68.57
5	68.88
6	65.45
7	66.15
8	64.00
9	64.70
10	64.21
11	64.76
12	66.08
13	67.20
14	68.14
15	66.89
16	67.74
17	69.09
18	68.57
19	65.94
20	65.64
21	66.34
22	66.51
23	67.11
24	67.23
25	68.16
26	68.23
27	67.54
28	67.27
29	66.31
30	65.42
31	65.24
32	64.44
33	64.61
34	64.17
35	65.79
36	64.78
37	64.38
38	63.73
39	64.41
40	64.55
41	63.70
42	62.40
43	62.35
44	62.75
45	62.69
46	63.07
47	62.79
48	62.73
49	62.68
50	62.42
51	62.77
52	62.91
53	62.85
54	63.36
55	63.85
56	64.14
57	64.07
58	63.13
59	62.22
60	61.51
