#Node	Received	Sent	PDR(%)
1	0	1	0.00
2	100	121	82.64
3	85	121	70.24
4	67	121	55.37
5	65	121	53.71
6	57	121	47.10
7	29	29	100.00
8	30	30	100.00
9	30	30	100.00
10	29	29	100.00
11	30	30	100.00
12	30	30	100.00
13	30	30	100.00
14	29	29	100.00
15	6	29	20.68
16	29	29	100.00
17	29	29	100.00
18	29	29	100.00
19	30	30	100.00
20	29	29	100.00
21	6	29	20.68
22	30	30	100.00
23	30	30	100.00
24	30	30	100.00
25	30	30	100.00
26	30	30	100.00
27	29	29	100.00
28	29	29	100.00
29	30	30	100.00
30	29	29	100.00
