1	100.00
2	100.00
3	160.00
4	90.90
5	107.14
6	100.00
7	83.33
8	81.48
9	80.64
10	74.28
11	74.35
12	74.41
13	80.43
14	80.39
15	78.18
16	81.35
17	79.68
18	83.58
19	81.94
20	84.00
21	84.81
22	85.54
23	86.20
24	85.71
25	85.26
26	84.84
27	84.46
28	85.04
29	86.36
30	85.21
31	87.28
32	86.17
33	86.61
34	86.25
35	85.92
36	86.33
37	86.71
38	85.71
39	86.09
40	85.80
41	85.53
42	85.88
43	86.22
44	85.96
45	86.28
46	86.03
47	86.81
48	87.16
49	86.45
50	86.66
51	86.93
52	87.68
53	87.01
54	86.72
55	87.85
56	88.58
57	87.11
58	88.54
59	87.93
60	88.08
