2	33	60	55.00
3	19	60	31.66
4	29	60	48.33
5	35	60	58.33
6	22	60	36.66
7	29	60	48.33
8	24	60	40.00
9	26	60	43.33
10	11	60	18.33
11	17	60	28.33
12	23	60	38.33
13	43	60	71.66
14	6	60	10.00
15	28	60	46.66
16	13	60	21.66
17	11	60	18.33
18	17	60	28.33
19	25	60	41.66
20	17	60	28.33
21	7	60	11.66
22	74	73	101.36
23	73	72	101.38
24	71	73	97.26
25	73	72	101.38
26	69	72	95.83
27	69	72	95.83
28	74	72	102.77
29	71	72	98.61
30	72	73	98.63
31	71	72	98.61
32	73	72	101.38
33	72	72	100.00
34	72	73	98.63
35	70	72	97.22
36	73	72	101.38
37	72	72	100.00
38	73	72	101.38
39	73	73	100.00
40	72	72	100.00
41	73	72	101.38
