2	26	60	43.33
3	22	60	36.66
4	30	60	50.00
5	34	60	56.66
6	22	60	36.66
7	24	60	40.00
8	18	60	30.00
9	19	60	31.66
10	25	60	41.66
11	11	60	18.33
12	22	60	36.66
13	36	60	60.00
14	29	60	48.33
15	33	60	55.00
16	18	60	30.00
17	17	60	28.33
18	22	60	36.66
19	17	60	28.33
20	10	60	16.66
21	18	60	30.00
22	74	72	102.77
23	72	72	100.00
24	71	72	98.61
25	73	72	101.38
26	71	72	98.61
27	70	72	97.22
28	72	73	98.63
29	71	72	98.61
30	73	73	100.00
31	71	73	97.26
32	73	73	100.00
33	71	72	98.61
34	73	72	101.38
35	68	72	94.44
36	73	72	101.38
37	73	72	101.38
38	72	73	98.63
39	73	72	101.38
40	72	72	100.00
41	72	72	100.00
