2	37	60	61.66
3	26	60	43.33
4	28	60	46.66
5	35	60	58.33
6	21	60	35.00
7	28	60	46.66
8	27	60	45.00
9	24	60	40.00
10	10	60	16.66
11	17	60	28.33
12	26	60	43.33
13	38	60	63.33
14	7	60	11.66
15	32	60	53.33
16	17	60	28.33
17	13	60	21.66
18	16	60	26.66
19	23	60	38.33
20	17	60	28.33
21	10	60	16.66
22	73	73	100.00
23	74	72	102.77
24	71	73	97.26
25	73	72	101.38
26	70	72	97.22
27	68	73	93.15
28	74	72	102.77
29	71	72	98.61
30	72	73	98.63
31	72	72	100.00
32	73	72	101.38
33	73	72	101.38
34	73	72	101.38
35	71	73	97.26
36	73	72	101.38
37	72	72	100.00
38	73	72	101.38
39	73	72	101.38
40	72	72	100.00
41	73	72	101.38
