1	50.00
2	40.00
3	43.75
4	40.00
5	38.70
6	40.00
7	38.00
8	43.63
9	42.85
10	40.00
11	41.33
12	38.82
13	39.78
14	39.00
15	37.38
16	39.13
17	40.98
18	40.76
19	39.56
20	37.93
21	37.50
22	36.87
23	35.92
24	36.00
25	35.51
26	35.26
27	34.34
28	34.63
29	34.43
30	33.63
31	33.92
32	33.61
33	33.05
34	32.80
35	32.94
36	32.07
37	32.10
38	31.07
39	30.55
40	30.50
41	30.46
42	29.67
43	29.55
44	29.23
45	29.30
46	28.82
47	28.93
48	29.01
49	28.57
50	28.37
51	28.80
52	28.31
53	27.66
54	27.50
55	27.27
56	27.46
57	27.48
58	26.97
59	26.71
60	26.96
