2	18	72	25.00
3	29	73	39.72
4	44	72	61.11
5	11	73	15.06
6	32	73	43.83
7	33	72	45.83
8	24	72	33.33
9	12	72	16.66
10	18	72	25.00
11	24	72	33.33
12	26	73	35.61
13	47	72	65.27
14	11	72	15.27
15	34	72	47.22
16	20	72	27.77
17	30	72	41.66
18	19	72	26.38
19	28	72	38.88
20	27	72	37.50
21	10	73	13.69
22	74	72	102.77
23	74	72	102.77
24	73	72	101.38
25	73	72	101.38
26	70	73	95.89
27	69	72	95.83
28	73	72	101.38
29	70	73	95.89
30	71	72	98.61
31	70	72	97.22
32	74	72	102.77
33	73	72	101.38
34	73	72	101.38
35	70	72	97.22
36	74	72	102.77
37	70	72	97.22
38	74	72	102.77
39	73	73	100.00
40	73	72	101.38
41	74	72	102.77
