2	16	72	22.22
3	22	72	30.55
4	42	72	58.33
5	13	72	18.05
6	27	72	37.50
7	26	72	36.11
8	25	72	34.72
9	11	72	15.27
10	16	72	22.22
11	21	72	29.16
12	22	72	30.55
13	39	72	54.16
14	11	72	15.27
15	34	73	46.57
16	22	72	30.55
17	33	72	45.83
18	19	72	26.38
19	28	72	38.88
20	26	73	35.61
21	7	72	9.72
22	73	72	101.38
23	73	73	100.00
24	72	72	100.00
25	73	73	100.00
26	70	73	95.89
27	68	72	94.44
28	73	72	101.38
29	70	73	95.89
30	72	72	100.00
31	70	72	97.22
32	74	72	102.77
33	73	72	101.38
34	73	72	101.38
35	70	72	97.22
36	74	72	102.77
37	70	72	97.22
38	72	72	100.00
39	74	72	102.77
40	74	72	102.77
41	74	72	102.77
