2	14	73	19.17
3	43	73	58.90
4	15	73	20.54
5	20	72	27.77
6	28	72	38.88
7	37	72	51.38
8	33	73	45.20
9	28	72	38.88
10	26	72	36.11
11	20	73	27.39
12	22	72	30.55
13	49	72	68.05
14	19	72	26.38
15	31	72	43.05
16	24	72	33.33
17	19	72	26.38
18	15	72	20.83
19	27	72	37.50
20	21	72	29.16
21	26	72	36.11
22	74	73	101.36
23	74	72	102.77
24	69	73	94.52
25	74	72	102.77
26	71	73	97.26
27	67	73	91.78
28	73	73	100.00
29	70	72	97.22
30	73	72	101.38
31	72	72	100.00
32	72	72	100.00
33	72	73	98.63
34	73	73	100.00
35	70	72	97.22
36	74	72	102.77
37	72	72	100.00
38	74	72	102.77
39	73	72	101.38
40	74	72	102.77
41	73	72	101.38
