1	400.00
2	170.00
3	121.05
4	120.00
5	118.75
6	115.00
7	110.41
8	110.90
9	104.68
10	104.28
11	107.89
12	105.88
13	104.30
14	104.00
15	104.67
16	104.34
17	103.25
18	103.07
19	103.64
20	103.44
21	102.61
22	102.50
23	102.38
24	102.28
25	102.74
26	101.57
27	103.06
28	102.92
29	101.40
30	102.27
31	101.75
32	102.12
33	101.64
34	100.80
35	102.74
36	102.26
37	101.09
38	101.78
39	101.38
40	101.69
41	101.32
42	101.61
43	101.25
44	101.23
45	101.20
46	101.17
47	100.86
48	100.84
49	101.10
50	100.81
51	101.06
52	100.51
53	101.27
54	101.00
55	100.48
56	101.20
57	100.47
58	100.69
59	100.91
60	100.67
