#Node	Received	Sent	PDR(%)
1	0	1	0.00
2	27	121	22.31
3	9	121	7.43
4	16	121	13.22
5	15	121	12.39
6	5	121	4.13
7	30	30	100.00
8	29	29	100.00
9	29	29	100.00
10	1	29	3.44
11	29	29	100.00
12	26	29	89.65
13	1	30	3.33
14	1	30	3.33
15	0	30	0.00
16	29	30	96.66
17	2	29	6.89
18	0	30	0.00
19	1	29	3.44
20	0	29	0.00
21	29	29	100.00
22	30	30	100.00
23	29	29	100.00
24	29	29	100.00
25	0	30	0.00
26	0	29	0.00
27	0	30	0.00
28	0	30	0.00
29	0	30	0.00
30	0	29	0.00
