1	120.00
2	66.66
3	52.00
4	37.14
5	31.11
6	30.90
7	32.30
8	34.66
9	34.11
10	33.68
11	35.23
12	37.39
13	36.80
14	37.77
15	39.31
16	40.64
17	39.39
18	40.00
19	40.54
20	41.53
21	41.46
22	41.39
23	42.22
24	42.55
25	43.26
26	44.31
27	44.52
28	45.81
29	45.26
30	44.40
31	43.60
32	44.12
33	44.61
34	44.77
35	44.63
36	43.66
37	42.73
38	42.13
39	42.07
40	42.27
41	41.97
42	41.92
43	42.35
44	42.29
45	42.47
46	42.85
47	42.58
48	42.52
49	42.47
50	41.61
51	40.79
52	40.00
53	39.23
54	38.50
55	37.79
56	39.27
57	39.46
58	40.17
59	39.65
60	38.99
