#Node	Received	Sent	PDR(%)
4	46	104	44.23
8	6	6	100.00
11	6	6	100.00
2	45	104	43.26
6	12	93	12.90
18	6	6	100.00
7	3	6	50.00
14	6	6	100.00
15	6	6	100.00
20	6	6	100.00
16	6	6	100.00
10	6	6	100.00
12	6	6	100.00
9	6	6	100.00
5	14	104	13.46
19	6	6	100.00
17	6	6	100.00
13	6	6	100.00
3	52	104	50.00
21	7	6	116.66
