1	0
2	40.00
3	30.00
4	33.33
5	40.00
6	36.00
7	36.66
8	31.42
9	27.50
10	31.11
11	28.00
12	25.45
13	23.33
14	21.53
15	21.42
16	21.33
17	21.25
18	21.17
19	21.11
20	22.10
21	23.00
22	21.90
23	21.81
24	24.34
25	23.33
26	24.80
27	24.61
28	25.18
29	25.71
30	25.51
31	25.33
32	25.80
33	26.25
34	26.06
35	25.88
36	25.71
37	26.11
38	26.48
39	25.78
40	26.66
41	26.50
42	26.34
43	26.19
44	26.51
45	25.90
46	25.33
47	24.78
48	24.25
49	24.16
50	25.30
51	25.60
52	25.09
53	25.38
54	25.28
55	25.18
56	25.09
57	25.35
58	24.91
59	25.17
60	25.76
