1	0
2	40.00
3	30.00
4	20.00
5	25.00
6	24.00
7	26.66
8	25.71
9	22.50
10	20.00
11	22.00
12	23.63
13	25.00
14	24.61
15	24.28
16	24.00
17	27.50
18	28.23
19	28.88
20	27.36
21	27.00
22	26.66
23	27.27
24	27.82
25	26.66
26	26.40
27	26.15
28	25.18
29	24.28
30	24.13
31	24.00
32	23.22
33	22.50
34	22.42
35	22.94
36	23.42
37	23.33
38	23.24
39	23.15
40	23.07
41	23.00
42	23.41
43	23.33
44	23.72
45	23.18
46	23.11
47	23.04
48	22.97
49	22.91
50	22.85
51	23.60
52	23.92
53	24.23
54	24.15
55	23.70
56	23.27
57	22.85
58	22.45
59	22.06
60	21.69
