#Node	Received	Sent	PDR(%)
1	0	1	0.00
2	37	121	30.57
3	4	121	3.30
4	18	121	14.87
5	26	121	21.48
6	23	121	19.00
7	30	30	100.00
8	30	30	100.00
9	30	30	100.00
10	1	29	3.44
11	30	30	100.00
12	30	30	100.00
13	30	30	100.00
14	30	30	100.00
15	0	30	0.00
16	29	29	100.00
17	3	30	10.00
18	0	29	0.00
19	1	30	3.33
20	0	30	0.00
21	1	29	3.44
22	0	29	0.00
23	0	30	0.00
24	1	30	3.33
25	0	29	0.00
26	1	29	3.44
27	1	29	3.44
28	0	29	0.00
29	0	30	0.00
30	1	30	3.33
