1	66.66
2	50.00
3	66.66
4	50.00
5	52.00
6	54.83
7	55.55
8	51.16
9	51.02
10	45.45
11	44.26
12	43.28
13	41.89
14	41.25
15	40.00
16	39.56
17	38.77
18	36.89
19	36.69
20	35.65
21	35.53
22	33.85
23	34.32
24	33.57
25	34.48
26	33.55
27	34.83
28	35.80
29	35.50
30	34.85
31	34.06
32	33.68
33	33.50
34	33.16
35	32.68
36	32.70
37	32.11
38	31.25
39	31.14
40	30.21
41	30.29
42	29.83
43	30.03
44	29.61
45	29.43
46	28.67
47	28.88
48	28.52
49	28.37
50	29.15
51	28.90
52	28.89
53	28.75
54	28.12
55	28.30
56	28.01
57	29.16
58	28.65
59	29.02
60	29.01
