1	40.00
2	53.33
3	40.00
4	34.28
5	31.11
6	27.27
7	24.61
8	21.33
9	20.00
10	18.94
11	18.09
12	16.52
13	15.20
14	16.29
15	19.31
16	21.93
17	24.24
18	26.28
19	28.10
20	29.23
21	28.78
22	27.44
23	26.22
24	25.53
25	25.30
26	25.09
27	24.15
28	23.27
29	22.45
30	21.69
31	20.98
32	20.95
33	20.61
34	20.59
35	21.15
36	21.69
37	22.19
38	22.66
39	23.11
40	23.54
41	23.70
42	23.61
43	23.05
44	22.52
45	22.69
46	22.85
47	22.79
48	22.94
49	22.68
50	22.22
51	22.17
52	22.13
53	22.09
54	21.86
55	21.65
56	21.62
57	21.59
58	21.91
59	22.22
60	22.52
