1	300.00
2	55.55
3	53.84
4	36.84
5	36.00
6	33.33
7	30.55
8	24.44
9	26.00
10	29.09
11	26.22
12	26.86
13	25.00
14	28.20
15	28.23
16	27.77
17	28.86
18	30.76
19	31.19
20	31.30
21	30.57
22	29.60
23	28.03
24	27.33
25	26.20
26	27.33
27	25.94
28	25.00
29	24.85
30	24.57
31	24.30
32	23.93
33	23.19
34	22.61
35	22.43
36	22.38
37	23.50
38	23.55
39	24.45
40	25.53
41	25.51
42	25.50
43	24.90
44	24.32
45	24.15
46	24.44
47	23.74
48	23.75
49	23.18
50	22.71
51	22.66
52	22.14
53	22.43
54	22.01
55	21.53
56	21.08
57	20.77
58	20.34
59	20.11
60	20.00
