1	200.00
2	85.71
3	50.00
4	38.88
5	28.00
6	26.66
7	23.68
8	20.93
9	18.36
10	18.18
11	18.33
12	16.17
13	15.27
14	16.45
15	17.64
16	19.78
17	20.83
18	23.76
19	26.85
20	27.82
21	28.33
22	26.56
23	27.40
24	27.14
25	26.89
26	26.49
27	25.47
28	24.69
29	23.66
30	22.85
31	22.22
32	21.16
33	20.72
34	20.10
35	19.51
36	20.00
37	19.90
38	20.17
39	21.58
40	22.55
41	23.14
42	23.07
43	22.52
44	22.00
45	21.88
46	22.22
47	22.46
48	21.83
49	21.52
50	21.01
51	20.93
52	21.17
53	21.15
54	20.62
55	20.30
56	20.48
57	21.66
58	21.80
59	22.63
60	23.66
