1	56.00
2	65.45
3	56.47
4	51.30
5	45.51
6	40.57
7	35.12
8	32.34
9	28.67
10	27.11
11	24.92
12	24.50
13	24.15
14	25.30
15	26.29
16	27.15
17	27.92
18	28.59
19	30.44
20	31.59
21	31.04
22	29.77
23	28.46
24	27.27
25	26.17
26	25.16
27	24.22
28	23.35
29	22.54
30	21.89
31	21.29
32	21.04
33	20.40
34	20.39
35	20.38
36	20.37
37	20.45
38	20.96
39	21.45
40	21.92
41	22.20
42	22.07
43	21.78
44	21.44
45	20.96
46	20.50
47	20.07
48	19.65
49	19.38
50	18.99
51	18.88
52	18.52
53	18.42
54	18.26
55	17.93
56	17.85
57	17.88
58	17.86
59	17.90
60	17.93
