#Node	Received	Sent	PDR(%)
6	17	121	14.04
2	60	121	49.58
3	69	121	57.02
24	0	30	0.00
8	30	29	103.44
28	0	30	0.00
11	30	30	100.00
30	0	29	0.00
18	30	30	100.00
4	53	121	43.80
27	1	30	3.33
7	30	29	103.44
14	30	30	100.00
15	30	29	103.44
25	1	30	3.33
20	30	29	103.44
16	30	30	100.00
10	30	29	103.44
12	30	29	103.44
29	1	30	3.33
22	0	29	0.00
26	30	30	100.00
9	30	30	100.00
5	36	121	29.75
19	30	30	100.00
17	30	29	103.44
13	30	29	103.44
21	29	29	100.00
23	1	30	3.33
