1 0 273.7972340233 263.3417624082
2 0 273.7897593792 263.3680370993
3 0 143.0010519283 317.1756497164
4 0 183.5615498105 148.147316381
5 0 211.8630438507 371.3131747596
6 0 262.7539447012 119.4207059637
7 0 262.7012385867 119.4864031088
8 0 183.7417365627 147.7807210361
9 0 16.7452753654 162.2714794963
10 0 183.6978173476 147.6404649154
11 0 183.7196163834 147.6658763387
12 0 273.7915054426 263.392769674
1 0.2 273.7963101665 263.3445306371
2 0.2 273.7897478597 263.366661524
3 0.2 142.9844238606 317.1818470378
4 0.2 183.5615283005 148.1459410421
5 0.2 211.8629265439 371.3131782115
6 0.2 262.7531063152 119.4207224721
7 0.2 262.7011188176 119.4864054695
8 0.2 183.7414975629 147.7807290798
9 0.2 16.7385852803 162.2595061997
10 0.2 183.6982953539 147.6404488247
11 0.2 183.7193558912 147.6645090435
12 0.2 273.7917421654 263.3927654028
1 0.4 273.7961918028 263.3445327743
2 0.4 273.7896294983 263.366663658
3 0.4 142.9843060133 317.1818519405
4 0.4 183.561647796 148.145937017
5 0.4 211.8647282986 371.3076208964
6 0.4 262.7486126075 119.3877935514
7 0.4 262.7018248514 119.4850158339
8 0.4 183.741258563 147.7807371236
9 0.4 16.7375093154 162.2554422465
10 0.4 183.6985343559 147.640440781
11 0.4 183.7191168891 147.6645170872
12 0.4 273.7920857302 263.3913834256
1 0.6 273.79595508 263.3445370422
2 0.6 273.7897478597 263.366661524
3 0.6 142.9841881659 317.1818568431
4 0.6 183.5617672937 148.1459329919
5 0.6 211.8667646712 371.3020566774
6 0.6 262.745637538 119.3768463333
7 0.6 262.7059614891 119.4133966249
8 0.6 183.7406610634 147.7807572328
9 0.6 16.7357573258 162.2527982644
10 0.6 183.6986753504 147.6418120948
11 0.6 183.7190953989 147.6631417515
12 0.6 273.7923109335 263.3900035791
1 0.8 273.795611513 263.3459190227
2 0.8 273.7898662211 263.36665939
3 0.8 142.9832188289 317.1805207545
4 0.8 183.561647796 148.145937017
5 0.8 211.8669992869 371.3020497735
6 0.8 262.744414692 119.3741189642
7 0.8 262.7075945061 119.3954800283
8 0.8 183.7404220658 147.7807652765
9 0.8 16.736154285 162.2500186144
10 0.8 183.6989143525 147.6418040511
11 0.8 183.7193558912 147.6645090435
12 0.8 273.7925361369 263.3886237358
1 1 273.7953747901 263.3459232939
2 1 273.7898547016 263.3652838147
3 1 142.9829831342 317.1805305598
4 1 183.5615283005 148.1459410421
5 1 211.8671165959 371.3020463216
6 1 262.7444021178 119.372743486
7 1 262.7078088872 119.3927243539
8 1 183.7401830659 147.7807733203
9 1 16.7359155124 162.2500336882
10 1 183.6991533545 147.6417960041
11 1 183.7192363912 147.6645130653
12 1 273.7932347859 263.3872353502
1 1.2 273.7951380651 263.3459275619
2 1.2 273.7894996151 263.3652902199
3 1.2 142.9828652869 317.1805354625
4 1.2 183.5602257908 148.1391046082
5 1.2 211.8675670357 371.3006569936
6 1.2 262.7442823465 119.3727458467
7 1.2 262.7076891181 119.3927267146
8 1.2 183.7398245661 147.7807853858
9 1.2 16.736154285 162.2500186144
10 1.2 183.6993923566 147.6417879604
11 1.2 183.7189973892 147.6645211123
12 1.2 273.7955098583 263.3761880553
1 1.4 273.7950197036 263.3459296991
2 1.4 273.7898547016 263.3652838147
3 1.4 142.9825117449 317.1805501672
4 1.4 183.5609427683 148.1390804544
5 1.4 211.8676843425 371.3006535417
6 1.4 262.7430026045 119.3768982224
7 1.4 262.7076765395 119.3913512364
8 1.4 183.7395855663 147.7807934295
9 1.4 16.7366318302 162.2499884666
10 1.4 183.6997508608 147.6417758916
11 1.4 183.7188778871 147.6645251341
12 1.4 273.7953914969 263.3761901925
1 1.6 273.7949013422 263.3459318331
2 1.6 273.7897363402 263.3652859519
3 1.6 142.9823938975 317.1805550699
4 1.6 183.5631152107 148.1403833351
5 1.6 211.8676467589 371.2979025012
6 1.6 262.7432547169 119.3782689825
7 1.6 262.7075567704 119.3913535938
8 1.6 183.7208576306 147.7759194965
9 1.6 16.7359946069 162.2486514001
10 1.6 183.6999898628 147.6417678479
11 1.6 183.7187583871 147.664529156
12 1.6 273.7953799773 263.3748146172
1 1.8 273.7947829808 263.3459339671
2 1.8 273.7892628923 263.3652944911
3 1.8 142.9818843443 317.1847054994
4 1.8 183.5646997315 148.1499623966
5 1.8 211.8680784091 371.295137653
6 1.8 262.7428954095 119.378276058
7 1.8 262.7074370013 119.3913559545
8 1.8 183.7230730998 147.7799731133
9 1.8 16.7327308872 162.2474801526
10 1.8 183.7002288649 147.641759801
11 1.8 183.7184978927 147.6631618608
12 1.8 273.7951432545 263.3748188884
1 2 273.7946646193 263.3459361043
2 2 273.7891445308 263.3652966251
3 2 142.9948840986 317.2227042357
4 2 183.5622118203 148.151422269
5 2 211.8680362672 371.3006431859
6 2 262.7426558691 119.3782807761
7 2 262.7075567704 119.3913535938
8 2 183.7231925997 147.7799690914
9 2 16.7332084324 162.2474500049
10 2 183.700467867 147.6417517572
11 2 183.7183783928 147.6631658826
12 2 273.7949180512 263.3761987316
1 2.2 273.7946761389 263.3473116763
2 2.2 273.7896179787 263.3652880859
3 2.2 142.9802778039 317.248087221
4 2.2 183.5625487991 148.1500348548
5 2.2 211.8679753335 371.3047731986
6 2.2 262.7424289051 119.379660969
7 2.2 262.708035849 119.3913441577
8 2.2 183.7233335898 147.7813404085
9 2.2 16.7335665902 162.2474273925
10 2.2 183.7005873691 147.6417477354
11 2.2 183.7182588928 147.6631699045
12 2.2 273.7945629669 263.3762051368
1 2.4 273.7945577752 263.3473138136
2 2.4 273.7898547016 263.3652838147
3 2.4 142.965877336 317.2596975823
4 2.4 183.562288298 148.1486675661
5 2.4 211.8677783013 371.3075311429
6 2.4 262.7423091338 119.3796633297
7 2.4 262.7089940062 119.3913252854
8 2.4 183.7116991234 147.7789798831
9 2.4 16.7335262972 162.2460526429
10 2.4 183.700706869 147.6417437103
11 2.4 183.7181179005 147.6617985907
12 2.4 273.7941010385 263.3775892513
1 2.6 273.7946761389 263.3473116763
2 2.6 273.789973063 263.3652816807
3 2.6 142.9856208566 317.2987921547
4 2.6 183.5619082992 148.1473043057
5 2.6 211.8680129171 371.3075242391
6 2.6 262.7421893647 119.3796656871
7 2.6 262.7092335444 119.3913205641
8 2.6 183.6975336618 147.77532852
9 2.6 16.733406912 162.2460601782
10 2.6 183.7008263711 147.6417396884
11 2.6 183.7179983984 147.6618026125
