#station time x y
2 62.0 54.2576961001 12.6283440095
3 62.0 37.9890879396 29.9554708707
4 62.0 57.6746933763 45.8956598538
5 62.0 57.7699096877 45.9384969244
1 62.0 28.9313987222 54.1518999273
2 62.2 54.2475543577 12.6271517966
3 62.2 38.0191350385 29.9853153414
4 62.2 57.6386963869 45.8780548188
5 62.2 57.7413811807 45.9227003861
1 62.2 28.9379356118 54.1122676073
2 62.4 54.2417249126 12.6179028329
3 62.4 38.0456077531 30.0064703112
4 62.4 57.600669328 45.8588314315
5 62.4 57.7082076532 45.9080764451
1 62.4 28.9315913387 54.0701365538
2 62.6 54.2411523165 12.5898498604
3 62.6 38.0646812785 30.022087117
4 62.6 57.5650273171 45.8379215355
5 62.6 57.6760861808 45.8912361508
1 62.6 28.9183221148 54.0324191818
2 62.8 54.2408870987 12.5496855756
3 62.8 38.0715470444 30.0287440306
4 62.8 57.53017798 45.821677883
5 62.8 57.6391692799 45.8744706779
1 62.8 28.9036830767 53.9862248605
2 63.0 54.2394077069 12.4996385633
3 63.0 38.071411981 30.0292988273
4 63.0 57.4930773489 45.8192274275
5 63.0 57.6018444359 45.8538607131
1 63.0 28.8896139103 53.9438610648
2 63.2 54.2365627444 12.4388861779
3 63.2 38.0701933892 30.0293384354
4 63.2 57.4522521636 45.8270165013
5 63.2 57.5641806979 45.8291300812
1 63.2 28.8830686827 53.9011879549
2 63.4 54.233210536 12.3693388066
3 63.4 38.071380794 30.0304006548
4 63.4 57.4096670297 45.8408876919
5 63.4 57.531307468 45.816982939
1 63.4 28.8803171553 53.8550555845
2 63.6 54.2303608216 12.2937294814
3 63.6 38.0713485997 30.0298512944
4 63.6 57.3695618475 45.8660025402
5 63.6 57.4939357218 45.8131609453
1 63.6 28.8824270171 53.804318943
2 63.8 54.2262132923 12.2126410598
3 63.8 38.0787275425 30.0356659602
4 63.8 57.3302588528 45.8935825364
5 63.8 57.4526851373 45.821231757
1 63.8 28.8776721867 53.7500108413
2 64.0 54.220921456 12.1271712957
3 64.0 38.0935196737 30.0448174877
4 64.0 57.2880531532 45.9234107203
5 64.0 57.410398716 45.8370242638
1 64.0 28.8689626562 53.6994439511
2 64.2 54.2156233097 12.0381249823
3 64.2 38.1156782676 30.0526292217
4 64.2 57.2452176568 45.9546261546
5 64.2 57.3704104033 45.8651638278
1 64.2 28.8603290527 53.6491492622
2 64.4 54.2093917196 11.9468945705
3 64.4 38.1394283393 30.0581881231
4 64.4 57.2031705928 45.9863810703
5 64.4 57.3301418619 45.8905577981
1 64.4 28.8516478062 53.5988565867
2 64.6 54.2022298111 11.8510038438
3 64.6 38.1646683359 30.0579199455
4 64.6 57.1599948601 46.0162294553
5 64.6 57.2888896103 45.9209212758
1 64.6 28.8444018393 53.5542855882
2 64.8 54.195513189 11.7537294448
3 64.8 38.1916957168 30.0493383343
4 64.8 57.1123192954 46.04092326
5 64.8 57.2463666637 45.9526820364
1 64.8 28.8301689673 53.5196367179
2 65.0 54.1906542646 11.6569716683
3 65.0 38.2204013885 30.0362997995
4 65.0 57.0610002435 46.0510945169
5 65.0 57.2050578791 45.9880021063
1 65.0 28.8094118141 53.5067278411
2 65.2 54.186668596 11.5610234781
3 65.2 38.2458890353 30.0222652875
4 65.2 57.0101030655 46.0444775987
5 65.2 57.1624932239 46.0170153091
1 65.2 28.796401003 53.4976292629
2 65.4 54.1856928016 11.4622694267
3 65.4 38.2649694619 30.0161441688
4 65.4 56.9592988995 46.0312580263
5 65.4 57.1147403573 46.0408848047
1 65.4 28.8024567508 53.4761839197
2 65.6 54.1872943778 11.3664950918
3 65.6 38.2769214906 30.0176842179
4 65.6 56.9098183961 46.0141674499
5 65.6 57.0642439124 46.0499422729
1 65.6 28.8140584018 53.4437746515
2 65.8 54.1917690002 11.2687427881
3 65.8 38.2783073458 30.0176394261
4 65.8 56.8627975281 45.9959388379
5 65.8 57.0122941821 46.0422414446
1 65.8 28.828844953 53.4007741124
2 66.0 54.1970168117 11.1712516493
3 66.0 38.2781359602 30.0173697628
4 66.0 56.8166170258 45.9790743272
5 66.0 56.9624488398 46.0270804055
1 66.0 28.8478344235 53.3496180017
2 66.2 54.2049376994 11.0737121439
3 66.2 38.2797368617 30.0173180219
4 66.2 56.7734174204 45.9640894574
5 66.2 56.9128536965 46.0105418188
1 66.2 28.8688629584 53.2923224448
2 66.4 54.2141479554 10.9747737364
3 66.4 38.2890079314 30.0249992994
4 66.4 56.7350657915 45.9498530274
5 66.4 56.8636150143 45.9909730746
1 66.4 28.8937638289 53.2293627633
2 66.6 54.222753763 10.8783225481
3 66.6 38.2860489074 30.047661511
4 66.6 56.7001887643 45.9399637414
5 66.6 56.8179390783 45.9749258143
1 66.6 28.9225454594 53.1599130859
2 66.8 54.2322202732 10.7810305043
3 66.8 38.2781431151 30.0688323945
4 66.8 56.6715447574 45.9255717525
5 66.8 56.7745619155 45.9615946336
1 66.8 28.9534700679 53.0834945345
2 67.0 54.2385019646 10.6829707685
3 67.0 38.2749943939 30.0788414594
4 67.0 56.6463160348 45.9202045974
5 67.0 56.7341421272 45.9501431534
1 67.0 28.983694767 53.0038024276
2 67.2 54.2415331464 10.5849698561
3 67.2 38.2740740602 30.0780456016
4 67.2 56.6277969232 45.9199562763
5 67.2 56.7008997063 45.9366504529
1 67.2 29.0082170285 52.9218675834
2 67.4 54.2370979011 10.489855242
3 67.4 38.2729100268 30.0833120772
4 67.4 56.6199752515 45.9090781125
5 67.4 56.670741855 45.9261351096
1 67.4 29.0242482918 52.8380791379
2 67.6 54.2287789288 10.3912342104
3 67.6 38.2646151501 30.0912859203
4 67.6 56.6171156169 45.8700542192
5 67.6 56.6455810259 45.9171899836
1 67.6 29.0389317091 52.7518687866
2 67.8 54.2138855157 10.2957586345
3 67.8 38.2493658724 30.0818717906
4 67.8 56.6092749161 45.8159786966
5 67.8 56.6282591653 45.9182978665
1 67.8 29.04666916 52.6678700303
2 68.0 54.1994727415 10.2002745396
3 68.0 38.2299597555 30.0885541421
4 68.0 56.5999568966 45.7487204119
5 68.0 56.618957444 45.9063432755
1 68.0 29.049709556 52.5810357453
2 68.2 54.1887442047 10.1047238606
3 68.2 38.2260970534 30.1178506545
4 68.2 56.5895340971 45.6704744683
5 68.2 56.6150308779 45.8706385397
1 68.2 29.0479549534 52.4924709557
2 68.4 54.1850689326 10.0057439001
3 68.4 38.2444258358 30.1445026052
4 68.4 56.5779384784 45.5848188929
5 68.4 56.6071768221 45.8179389733
1 68.4 29.0395943925 52.4066541248
2 68.6 54.1862250706 9.9083271936
3 68.6 38.2725392893 30.1653344235
4 68.6 56.5657409546 45.4950461146
5 68.6 56.5980765733 45.7512274358
1 68.6 29.0288183088 52.3209362844
2 68.8 54.193622907 9.8110725799
3 68.8 38.3053425629 30.1849146192
4 68.8 56.5540202599 45.4025142104
5 68.8 56.5877549431 45.673805289
1 68.8 29.0108013768 52.235790471
2 69.0 54.2034109911 9.7143250373
3 69.0 38.3439099274 30.2095385855
4 69.0 56.542527794 45.3088781096
5 69.0 56.578552875 45.5875602924
1 69.0 28.9866711914 52.1544739941
2 69.2 54.2112369482 9.6162374732
3 69.2 38.3865142337 30.2340337149
4 69.2 56.5308962286 45.2157946955
5 69.2 56.5653882649 45.4986287679
1 69.2 28.9621688168 52.0698699982
2 69.4 54.2109754559 9.5191216848
3 69.4 38.4334518168 30.2622437436
4 69.4 56.5195571518 45.1238071818
5 69.4 56.5553602772 45.4038679923
1 69.4 28.9389412805 51.9813603761
2 69.6 54.2086419834 9.4220434056
3 69.6 38.4827979509 30.2917542485
4 69.6 56.508178859 45.0298944135
5 69.6 56.5465473848 45.3066111022
1 69.6 28.9134573972 51.8901910986
2 69.8 54.2025863141 9.3236568636
3 69.8 38.5322411211 30.3182365147
4 69.8 56.4971671153 44.9343248734
5 69.8 56.5352267299 45.2137976985
1 69.8 28.8854218404 51.8007787465
2 70.0 54.1885101469 9.2287171306
3 70.0 38.5809351235 30.3362136678
4 70.0 56.4902866707 44.8386875724
5 70.0 56.5216620702 45.1226720787
1 70.0 28.8563394628 51.7149885315
2 70.2 54.1711799787 9.1338365339
3 70.2 38.6277010108 30.3435217716
4 70.2 56.4849969096 44.7430241853
5 70.2 56.5069266185 45.0307403996
1 70.2 28.8295576207 51.631857064
2 70.4 54.1537567956 9.0395081304
3 70.4 38.6734368422 30.3442599088
4 70.4 56.4794776982 44.6484651826
5 70.4 56.4972460658 44.9384507456
1 70.4 28.8038477002 51.5503336662
2 70.6 54.1358744906 8.9451883133
3 70.6 38.7198427414 30.3369976686
4 70.6 56.4776331517 44.5530203856
5 70.6 56.4870318999 44.8447942203
1 70.6 28.7775492764 51.4691102741
2 70.8 54.1180437292 8.8514180813
3 70.8 38.7633843935 30.3251502917
4 70.8 56.4850501605 44.4541216951
5 70.8 56.484430472 44.7466103702
1 70.8 28.7647820322 51.3840269388
2 71.0 54.1005949627 8.7573660383
3 71.0 38.7979458765 30.3089123442
4 71.0 56.4916553841 44.3577127152
5 71.0 56.4813036507 44.6511866207
1 71.0 28.7669054485 51.2942014941
2 71.2 54.083923136 8.6641254967
3 71.2 38.8193116684 30.2925452593
4 71.2 56.4989689118 44.2637684783
5 71.2 56.4814891256 44.5540575972
1 71.2 28.7728245192 51.2044951004
2 71.4 54.0651103506 8.577252132
3 71.4 38.8244864741 30.2610076617
4 71.4 56.5066310032 44.1687180255
5 71.4 56.483839589 44.4604699014
1 71.4 28.7790573051 51.1175285681
2 71.6 54.0438408518 8.4964766714
3 71.6 38.8286335722 30.2278516168
4 71.6 56.5150993425 44.0733792937
5 71.6 56.4884991479 44.3643680091
1 71.6 28.7849380967 51.026998094
2 71.8 54.0209332501 8.4245355949
3 71.8 38.8476521973 30.2159630386
4 71.8 56.5258189651 43.9771783345
5 71.8 56.4920141049 44.2707612559
1 71.8 28.7905510529 50.9348270972
2 72.0 54.0005249301 8.3575016203
3 72.0 38.8562911496 30.236052942
4 72.0 56.5346990031 43.8826585067
5 72.0 56.49948796 44.1759889815
1 72.0 28.7977913784 50.8434150417
2 72.2 53.9829638658 8.3107754726
3 72.2 38.8629395662 30.2718926108
4 72.2 56.5428083273 43.7898022625
5 72.2 56.5084248068 44.0798170701
1 72.2 28.8036765551 50.7542609701
2 72.4 53.9678494507 8.2882161607
3 72.4 38.8723386083 30.319203224
4 72.4 56.5472210801 43.6950805931
5 72.4 56.5198589085 43.9838794713
1 72.4 28.8061764606 50.671577372
2 72.6 53.9527664825 8.3005978327
3 72.6 38.8841151318 30.3689151118
4 72.6 56.5496313763 43.6025928803
5 72.6 56.5306462645 43.8871271919
1 72.6 28.8122248245 50.6008597485
2 72.8 53.9617872902 8.3238186905
3 72.8 38.8955080464 30.4153369035
4 72.8 56.5512669516 43.5081918645
5 72.8 56.5397924001 43.7931533626
1 72.8 28.8227201273 50.53326262
2 73.0 53.9616568083 8.3340008464
3 73.0 38.9027397017 30.4616158268
4 73.0 56.5489512422 43.4160566639
5 73.0 56.5460736163 43.697300522
1 73.0 28.8457058723 50.4690061875
2 73.2 53.9526773836 8.3184828414
3 73.2 38.9125308623 30.5064374708
4 73.2 56.5429739025 43.3237062577
5 73.2 56.5493308577 43.6036983722
1 73.2 28.8724127339 50.4095523522
2 73.4 53.9520899508 8.2975837998
3 73.4 38.9329603029 30.5514717363
4 73.4 56.5360176893 43.2308216309
5 73.4 56.5480626611 43.5118211586
1 73.4 28.9013090048 50.3491835919
2 73.6 53.9654008811 8.2866101803
3 73.6 38.9571292591 30.5875812847
4 73.6 56.5282313475 43.1382257921
5 73.6 56.545496676 43.4180391947
1 73.6 28.931283599 50.2893219844
2 73.8 53.9695848804 8.2796554234
3 73.8 38.9812885959 30.6198388326
4 73.8 56.5207821232 43.0431481995
5 73.8 56.5420709268 43.3237210361
1 73.8 28.9588554916 50.2314865938
2 74.0 53.9661174398 8.2574334164
3 74.0 39.0070757164 30.6523204826
4 74.0 56.5135700436 42.9480667767
5 74.0 56.5354599118 43.2324816228
1 74.0 28.9858098087 50.174778321
2 74.2 53.9566686971 8.2292680364
3 74.2 39.0361530915 30.6778185203
4 74.2 56.5080407448 42.8524075352
5 74.2 56.5299290712 43.1395737064
1 74.2 29.0108908044 50.116771103
2 74.4 53.9447622733 8.1871161608
3 74.4 39.0667870875 30.6873064798
4 74.4 56.5031661139 42.7553618806
5 74.4 56.5221884574 43.043675447
1 74.4 29.0347442786 50.0527588467
2 74.6 53.9320815179 8.1361744668
3 74.6 39.0968290674 30.6841548185
4 74.6 56.4990238144 42.6577539634
5 74.6 56.5173488678 42.9480048543
1 74.6 29.0513449032 49.985189972
2 74.8 53.9225944757 8.0752697237
3 74.8 39.1263679142 30.6727638825
4 74.8 56.5002315928 42.5603334817
5 74.8 56.5106635015 42.8534651175
1 74.8 29.0636808457 49.9153183158
2 75.0 53.9158860835 8.0066104995
3 75.0 39.1539643537 30.6625358228
4 75.0 56.507529084 42.4633634879
5 75.0 56.5044034108 42.7586433132
1 75.0 29.0742717338 49.844692356
2 75.2 53.9121316112 7.9337702143
3 75.2 39.176748045 30.6549370159
4 75.2 56.5226803107 42.3673655133
5 75.2 56.5009525596 42.6612991976
1 75.2 29.0849315978 49.775164792
2 75.4 53.9112931508 7.8550987693
3 75.4 39.1903117145 30.6509317102
4 75.4 56.5430591369 42.2770602721
5 75.4 56.5019227113 42.5638826147
1 75.4 29.0954342978 49.7048179938
2 75.6 53.9089807102 7.7704015358
3 75.6 39.19166124 30.6500635672
4 75.6 56.5698212951 42.1880268958
5 75.6 56.5088678791 42.467468692
1 75.6 29.105695448 49.6342059362
2 75.8 53.9030593317 7.6838446105
3 75.8 39.1914384655 30.6511713848
4 75.8 56.5938309264 42.1026159571
5 75.8 56.5181600389 42.3732175444
1 75.8 29.1164996236 49.5646729159
2 76.0 53.8901748238 7.5952144654
3 76.0 39.1963357207 30.6526681873
4 76.0 56.6193130972 42.0136047469
5 76.0 56.5395637512 42.2801440203
1 76.0 29.1260765563 49.4979427951
2 76.2 53.8678027164 7.5111607792
3 76.2 39.2102353856 30.6585596717
4 76.2 56.6458578757 41.9265028859
5 76.2 56.5647174871 42.1922374023
1 76.2 29.1349885257 49.4273861985
2 76.4 53.8403378786 7.4211483433
3 76.4 39.2317433115 30.66503729
4 76.4 56.6719745439 41.8391335162
5 76.4 56.5913450245 42.1040322171
1 76.4 29.1326706656 49.3526083323
2 76.6 53.811653061 7.3325346442
3 76.6 39.260799585 30.6712777634
4 76.6 56.6981520478 41.750112969
5 76.6 56.6181802018 42.0147237679
1 76.6 29.1234280083 49.2767367159
2 76.8 53.781943449 7.2455912992
3 76.8 39.2924879342 30.6826649813
4 76.8 56.7227652235 41.6646952626
5 76.8 56.6441201382 41.9262560038
1 76.8 29.1131005597 49.1962299076
2 77.0 53.7527264399 7.1572639446
3 77.0 39.3255244536 30.6832780076
4 77.0 56.7465251117 41.5825936457
5 77.0 56.6689031595 41.8386331093
1 77.0 29.1033264144 49.1123973898
2 77.2 53.7242838503 7.069473234
3 77.2 39.3569478338 30.6765122788
4 77.2 56.7679778928 41.5002546948
5 77.2 56.6948376402 41.7520927091
1 77.2 29.0906933179 49.0292322038
2 77.4 53.697942703 6.9794432555
3 77.4 39.3863965757 30.6687085508
4 77.4 56.7921834793 41.4200729305
5 77.4 56.7194444742 41.6658496036
1 77.4 29.0773462979 48.9422425587
2 77.6 53.6816020797 6.8856518529
3 77.6 39.4062185254 30.6579048755
4 77.6 56.8125744073 41.3352757706
5 77.6 56.7454106021 41.5798602484
1 77.6 29.0701756375 48.8594050013
2 77.8 53.6692692366 6.7895853429
3 77.8 39.417285717 30.6465502032
4 77.8 56.8310920764 41.2510594514
5 77.8 56.7702577764 41.4966410334
1 77.8 29.0750819897 48.7752483884
2 78.0 53.6622882303 6.6903933005
3 78.0 39.4247422675 30.6399870841
4 78.0 56.8506854425 41.1673764708
5 78.0 56.792754418 41.4137354632
1 78.0 29.0896502812 48.6912478719
2 78.2 53.6619012533 6.5921795432
3 78.2 39.4317212039 30.6350901567
4 78.2 56.8705159967 41.0834149252
5 78.2 56.8128010361 41.3305947126
1 78.2 29.1071648524 48.6098800407
2 78.4 53.6572712284 6.4943196121
3 78.4 39.4365932221 30.616774575
4 78.4 56.8869446316 40.9992331936
5 78.4 56.8299660654 41.2499770057
1 78.4 29.1238819649 48.5301966873
2 78.6 53.6520331063 6.3959207333
3 78.6 39.4402393154 30.6029005542
4 78.6 56.9032325078 40.9183556902
5 78.6 56.8477104412 41.1671491526
1 78.6 29.138853472 48.4497590388
2 78.8 53.6397093398 6.2984787443
3 78.8 39.4399486588 30.6026344568
4 78.8 56.9192524265 40.8396838774
5 78.8 56.8685968394 41.0812446091
1 78.8 29.1380267472 48.3672130685
2 79.0 53.6212826594 6.2069279127
3 79.0 39.440362656 30.6015207063
4 79.0 56.9363880767 40.7637458919
5 79.0 56.8875310685 40.9981232221
1 79.0 29.1285683843 48.2800643115
2 79.2 53.6064355603 6.110908774
3 79.2 39.4448012985 30.5911994543
4 79.2 56.9515014928 40.6908670658
5 79.2 56.9059991019 40.9161102296
1 79.2 29.1199789335 48.1937059722
2 79.4 53.5909430913 6.015727206
3 79.4 39.4496696975 30.5759112208
4 79.4 56.9620375057 40.6230141005
5 79.4 56.9200271676 40.8382957689
1 79.4 29.1124956753 48.1081283566
2 79.6 53.5752636141 5.9213747026
3 79.6 39.449019889 30.5607957138
4 79.6 56.9729452493 40.5570813083
5 79.6 56.9356716834 40.7601805182
1 79.6 29.1039319152 48.0206680025
2 79.8 53.5645130601 5.8222534423
3 79.8 39.444161844 30.5488391008
4 79.8 56.9784029063 40.4972886811
5 79.8 56.9516693501 40.6878378337
1 79.8 29.0969222274 47.935071149
2 80.0 53.5503638895 5.7264971317
3 80.0 39.4470314757 30.5308614581
4 80.0 56.9829023862 40.4430141891
5 80.0 56.960014761 40.6197447165
1 80.0 29.096739795 47.8552515971
2 80.2 53.5341310226 5.6327057298
3 80.2 39.4439484003 30.5061902183
4 80.2 56.9828151141 40.3926648436
5 80.2 56.9746159648 40.5545783781
1 80.2 29.1088215351 47.7749317684
2 80.4 53.5146803933 5.5381491933
3 80.4 39.4413067993 30.4740748408
4 80.4 56.9845604615 40.3455879623
5 80.4 56.978110651 40.493166233
1 80.4 29.1254553954 47.6980049724
2 80.6 53.4922696329 5.444748764
3 80.6 39.4397994819 30.4344936367
4 80.6 56.986995759 40.3081300087
5 80.6 56.9818943758 40.4386280172
1 80.6 29.1418190503 47.6205389773
2 80.8 53.4668451353 5.3547066346
3 80.8 39.4412821368 30.3901404861
4 80.8 56.9800589169 40.2807265834
5 80.8 56.9843588526 40.389063394
1 80.8 29.1615919697 47.5437602037
2 81.0 53.4394613864 5.2671778707
3 81.0 39.4453965826 30.3410266188
4 81.0 56.9805574106 40.2548554193
5 81.0 56.9819257035 40.3464554065
1 81.0 29.1781380783 47.4632595421
2 81.2 53.4114121551 5.1782865573
3 81.2 39.4501562902 30.2918925867
4 81.2 56.9843591381 40.2187513765
5 81.2 56.9833596602 40.3087382748
1 81.2 29.1955736311 47.3832735271
2 81.4 53.3837252331 5.0924155077
3 81.4 39.4570067869 30.2435187633
4 81.4 56.9844975806 40.1763775307
5 81.4 56.9766708883 40.2827066162
1 81.4 29.2085343307 47.3026441336
2 81.6 53.3565578529 5.0054348148
3 81.6 39.4651362874 30.2058376693
4 81.6 56.987797925 40.1303764478
5 81.6 56.9787988032 40.2551586127
1 81.6 29.2243966088 47.2196948202
2 81.8 53.3273586877 4.9182178274
3 81.8 39.4651191602 30.1783185186
4 81.8 56.9902377476 40.0838388179
5 81.8 56.9841844417 40.2176535999
1 81.8 29.2395378729 47.1362245932
2 82.0 53.3008369454 4.8281998224
3 82.0 39.4674997101 30.161181857
4 82.0 56.992305738 40.0417093731
5 82.0 56.9854411657 40.1752619221
1 82.0 29.2511002439 47.0517990462
2 82.2 53.2724884598 4.7365660766
3 82.2 39.4799999194 30.1726244291
4 82.2 56.9937257193 40.0116964401
5 82.2 56.9862452247 40.1295757826
1 82.2 29.24729425 46.9696498268
2 82.4 53.2494825843 4.6404300597
3 82.4 39.5010335495 30.1840756548
4 82.4 56.9934417367 39.999044509
5 82.4 56.9876149189 40.0863568944
1 82.4 29.2330623779 46.8887502545
2 82.6 53.229357412 4.5480918401
3 82.6 39.5291230862 30.1925549713
4 82.6 56.9929162114 39.9987777445
5 82.6 56.9895203708 40.044780315
1 82.6 29.2150623529 46.8058019644
2 82.8 53.2100685212 4.4521614657
3 82.8 39.5617121076 30.2030961798
4 82.8 56.9925613219 39.9990585406
5 82.8 56.9924509732 40.0130924581
1 82.8 29.1981736628 46.7239097541
2 83.0 53.1934315267 4.3586573641
3 83.0 39.5949140646 30.2130688165
4 83.0 56.9965679712 39.9841371113
5 83.0 56.9947899115 39.9979224629
1 83.0 29.1800995663 46.6434423163
2 83.2 53.1786547922 4.2626421035
3 83.2 39.6287528259 30.2241233685
4 83.2 57.0039845017 39.9540286648
5 83.2 56.9944091911 39.9979285299
1 83.2 29.1623010461 46.5637896925
2 83.4 53.1641281144 4.1677228002
3 83.4 39.6631686383 30.2354361621
4 83.4 57.0099769397 39.9211915437
5 83.4 56.9933561048 39.9971198911
1 83.4 29.1474786462 46.4845666269
2 83.6 53.1490426977 4.0752904221
3 83.6 39.697584031 30.248401172
4 83.6 57.0084152003 39.8934272427
5 83.6 56.9956120954 39.9836020623
1 83.6 29.1306668507 46.4057000246
2 83.8 53.1344608795 3.9825735486
3 83.8 39.7319554355 30.2583414224
4 83.8 57.0213256469 39.8659828628
5 83.8 57.0033141612 39.9534890611
1 83.8 29.1130372914 46.3238390466
2 84.0 53.1133922134 3.8938318144
3 84.0 39.7657766522 30.2732532842
4 84.0 57.0298642184 39.8298036722
5 84.0 57.0111884904 39.9208971141
1 84.0 29.0960816944 46.2425013512
2 84.2 53.0866907289 3.8046472631
3 84.2 39.7983185826 30.2956360506
4 84.2 57.0386935819 39.7878419897
5 84.2 57.0093792416 39.8950627345
1 84.2 29.0779011454 46.1617643459
2 84.4 53.0544091246 3.7183208108
3 84.4 39.8289998554 30.3233060403
4 84.4 57.0491647402 39.742552623
5 84.4 57.0213833991 39.8673576449
1 84.4 29.0604530805 46.079621382
2 84.6 53.0211808521 3.6289868557
3 84.6 39.8582829228 30.3501944985
4 84.6 57.0583735168 39.7003099488
5 84.6 57.0293406924 39.8298119982
1 84.6 29.0451647907 45.9949131309
2 84.8 52.9885615611 3.5432188585
3 84.8 39.8918088784 30.3846580058
4 84.8 57.0673805984 39.6597214009
5 84.8 57.0391695232 39.7878344246
1 84.8 29.0388521281 45.90873768
2 85.0 52.956572892 3.4579899411
3 85.0 39.9236659978 30.4161468532
4 85.0 57.0751732497 39.6254804155
5 85.0 57.0484153928 39.7442153674
1 85.0 29.0392786176 45.8233883037
2 85.2 52.9236618435 3.3725044039
3 85.2 39.9589573372 30.4288173753
4 85.2 57.067495331 39.6074429876
5 85.2 57.0576813492 39.7000457988
1 85.2 29.049002633 45.7434401695
2 85.4 52.8927217978 3.2861565828
3 85.4 39.9929000182 30.4090575849
4 85.4 57.0451419821 39.5940409127
5 85.4 57.0650802693 39.6608584663
1 85.4 29.065559971 45.6629382341
2 85.6 52.8694018202 3.1930601764
3 85.6 40.0186844969 30.3686352599
4 85.6 57.0172617591 39.5735735658
5 85.6 57.0738167268 39.6255019326
1 85.6 29.0783085772 45.5845187234
2 85.8 52.8562662265 3.0989432008
3 85.8 40.0272663369 30.3185608443
4 85.8 56.99019448 39.5440143185
5 85.8 57.0661605703 39.6071890281
1 85.8 29.0914907064 45.5063570145
2 86.0 52.8506393866 3.0016556989
3 86.0 40.0338171715 30.2718513571
4 86.0 56.962983745 39.5144579966
5 86.0 57.0442016481 39.5924050129
1 86.0 29.108947134 45.430498775
2 86.2 52.8452029889 2.9040894467
3 86.2 40.0379932547 30.234571607
4 86.2 56.9357879847 39.4838015174
5 86.2 57.0168272776 39.5727550589
1 86.2 29.1291413599 45.3523272991
2 86.4 52.8391647514 2.8068099237
3 86.4 40.0524379131 30.223394589
4 86.4 56.9106404131 39.4533880364
5 86.4 56.9892880657 39.5437536231
1 86.4 29.1498742596 45.2774375104
2 86.6 52.8290649841 2.7093333839
3 86.6 40.0763958184 30.2306384661
4 86.6 56.8891549329 39.428969501
5 86.6 56.9629776305 39.513632674
1 86.6 29.17077551 45.2000639706
2 86.8 52.8091441705 2.6161727775
3 86.8 40.1031692281 30.2358699952
4 86.8 56.8756351541 39.4162546326
5 86.8 56.9360613379 39.4821463077
1 86.8 29.1919342224 45.1224051763
2 87.0 52.780420959 2.5278592175
3 87.0 40.1310531268 30.2251068257
4 87.0 56.8694556487 39.4111260789
5 87.0 56.9106642135 39.4533876556
1 87.0 29.2131271213 45.0414423248
2 87.2 52.7466104891 2.4437714016
3 87.2 40.1561140957 30.2141557355
4 87.2 56.8684519198 39.4105918997
5 87.2 56.8903966556 39.4294998843
1 87.2 29.2347326402 44.9621147839
2 87.4 52.7211978378 2.3531943495
3 87.4 40.1820924512 30.2139096383
4 87.4 56.8676923441 39.4108792259
5 87.4 56.8749387898 39.4154403787
1 87.4 29.2565029034 44.883882111
2 87.6 52.6968199457 2.262322693
3 87.6 40.2091077408 30.2227137611
4 87.6 56.8677161449 39.4108788438
5 87.6 56.8700642255 39.4097406146
1 87.6 29.2782189569 44.8064779367
2 87.8 52.6662332001 2.174598121
3 87.8 40.2363716774 30.2389411282
4 87.8 56.8676467912 39.4111550968
5 87.8 56.8697548157 39.4097455781
1 87.8 29.2991051923 44.7291079193
2 88.0 52.6280292509 2.0947256099
3 88.0 40.2584755987 30.2520246063
4 88.0 56.867670592 39.4111547154
5 88.0 56.8697072141 39.4097463417
1 88.0 29.3109143651 44.6518310417
2 88.2 52.5884386457 2.0168071505
3 88.2 40.2750438035 30.2674792473
4 88.2 56.867670592 39.4111547154
5 88.2 56.8697072141 39.4097463417
1 88.2 29.3132284131 44.5752144419
2 88.4 52.5510923845 1.9360950391
3 88.4 40.2924498964 30.2628194297
4 88.4 56.867670592 39.4111547154
5 88.4 56.8697072141 39.4097463417
1 88.4 29.3129328662 44.4976025935
2 88.6 52.5142221061 1.8548245528
3 88.6 40.3165733523 30.2717144235
4 88.6 56.86788275 39.410876171
5 88.6 56.8697072141 39.4097463417
1 88.6 29.3126867851 44.4150340434
2 88.8 52.4722632509 1.7777814653
3 88.8 40.3473145032 30.2804080382
4 88.8 56.8687157768 39.4108628071
5 88.8 56.8697072141 39.4097463417
1 88.8 29.3116785236 44.3311200925
2 89.0 52.4249505023 1.7077228036
3 89.0 40.3836432317 30.2971879767
4 89.0 56.8690469386 39.4105823542
5 89.0 56.8696834133 39.4097467231
1 89.0 29.3171867791 44.2485936368
2 89.2 52.3854608846 1.6289836807
3 89.2 40.4182134741 30.3198016292
4 89.2 56.8690469386 39.4105823542
5 89.2 56.8696834133 39.4097467231
1 89.2 29.3287084997 44.1798619519
2 89.4 52.3476390489 1.550488247
3 89.4 40.4537375095 30.3456896098
4 89.4 56.8690707394 39.4105819727
5 89.4 56.8696834133 39.4097467231
1 89.4 29.3443356813 44.104357898
2 89.6 52.3095656231 1.4711735616
3 89.6 40.4916220479 30.3712317689
4 89.6 56.8690707394 39.4105819727
5 89.6 56.8697072141 39.4097463417
1 89.6 29.3566190951 44.0229337432
2 89.8 52.2759188257 1.3870957167
3 89.8 40.5320794486 30.3928443998
4 89.8 56.8690945402 39.4105815906
5 89.8 56.8697310149 39.4097459596
1 89.8 29.3720695876 43.9391795272
2 90.0 52.2457929569 1.2996478361
3 90.0 40.5738914413 30.4105647024
4 90.0 56.8690945402 39.4105815906
5 90.0 56.8697310149 39.4097459596
1 90.0 29.3891359226 43.8451755835
