1	200.00
2	233.33
3	100.00
4	118.18
5	113.33
6	115.78
7	104.16
8	107.40
9	106.45
10	111.42
11	100.00
12	102.32
13	97.91
14	101.96
15	98.21
16	101.69
17	96.87
18	102.98
19	97.26
20	98.66
21	100.00
22	100.00
23	97.72
24	97.80
25	96.84
26	94.94
27	99.00
28	98.13
29	96.42
30	96.52
31	98.30
32	98.37
33	96.09
34	96.18
35	97.76
36	97.12
37	97.20
38	97.95
39	96.05
40	97.41
41	96.25
42	98.15
43	95.26
44	97.07
45	95.45
46	96.08
47	96.17
48	95.72
49	96.84
50	96.41
51	94.50
52	94.58
53	92.78
54	93.83
55	93.48
56	94.06
57	92.85
58	93.83
59	92.67
60	93.19
