1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	12.50
7	20.00
8	18.18
9	16.66
10	28.57
11	43.75
12	42.10
13	38.09
14	45.45
15	45.83
16	40.74
17	39.28
18	36.66
19	34.37
20	33.33
21	34.28
22	35.13
23	35.89
24	40.00
25	42.85
26	40.00
27	43.47
28	40.81
29	39.21
30	44.23
31	40.35
32	41.37
33	41.66
34	40.98
35	41.93
36	40.00
37	38.80
38	38.23
39	37.68
40	36.61
41	36.98
42	36.00
43	35.52
44	34.61
45	35.00
46	38.27
47	38.09
48	36.78
49	36.36
50	35.55
51	35.16
52	35.48
53	34.37
54	36.08
55	35.35
56	36.63
57	35.23
58	34.90
59	34.25
60	34.86
