1	0.00
2	0.00
3	0.00
4	0.00
5	0.00
6	0.00
7	10.00
8	9.09
9	8.33
10	14.28
11	18.75
12	17.64
13	21.05
14	28.57
15	26.08
16	32.00
17	27.58
18	26.66
19	29.03
20	33.33
21	34.28
22	34.21
23	31.70
24	35.71
25	36.36
26	34.78
27	38.29
28	36.73
29	36.00
30	36.53
31	34.54
32	33.92
33	35.08
34	35.59
35	35.48
36	34.37
37	36.36
38	35.29
39	34.28
40	36.61
41	36.00
42	35.06
43	34.17
44	35.00
45	33.73
46	33.33
47	32.94
48	32.18
49	31.46
50	31.11
51	30.43
52	30.10
53	29.78
54	30.20
55	30.61
56	29.70
57	31.06
58	30.18
59	29.62
60	30.27
