2	9	60	15.00
3	22	60	36.66
4	3	60	5.00
5	1	60	1.66
6	12	60	20.00
7	1	60	1.66
8	14	60	23.33
9	21	60	35.00
10	13	60	21.66
11	7	60	11.66
12	14	60	23.33
13	19	60	31.66
14	19	60	31.66
15	24	60	40.00
16	5	60	8.33
17	11	60	18.33
18	3	60	5.00
19	19	60	31.66
20	8	60	13.33
21	5	60	8.33
22	3	60	5.00
23	10	60	16.66
24	5	60	8.33
25	8	60	13.33
26	4	60	6.66
27	4	60	6.66
28	14	60	23.33
29	5	60	8.33
30	11	60	18.33
31	1	60	1.66
32	6	60	10.00
33	8	60	13.33
34	0	60	0.00
35	6	60	10.00
36	3	60	5.00
37	9	60	15.00
38	2	60	3.33
39	8	60	13.33
40	7	60	11.66
41	1	60	1.66
42	2	60	3.33
43	10	60	16.66
44	10	60	16.66
45	10	60	16.66
46	11	60	18.33
47	6	60	10.00
48	3	60	5.00
49	5	60	8.33
50	11	60	18.33
51	3	60	5.00
52	60	60	100.00
53	59	60	98.33
54	61	60	101.66
55	60	60	100.00
56	59	60	98.33
57	60	60	100.00
58	61	60	101.66
59	61	60	101.66
60	61	60	101.66
61	60	60	100.00
62	61	60	101.66
63	61	60	101.66
64	59	60	98.33
65	60	60	100.00
66	61	60	101.66
67	60	60	100.00
68	61	60	101.66
69	60	60	100.00
70	60	60	100.00
71	61	60	101.66
72	61	60	101.66
73	61	60	101.66
74	60	60	100.00
75	61	60	101.66
76	60	60	100.00
77	59	60	98.33
78	61	60	101.66
79	59	60	98.33
80	60	60	100.00
81	60	60	100.00
82	60	60	100.00
83	60	60	100.00
84	60	60	100.00
85	61	60	101.66
86	61	60	101.66
87	61	60	101.66
88	60	60	100.00
89	61	60	101.66
90	59	60	98.33
91	59	60	98.33
92	60	60	100.00
93	61	60	101.66
94	60	60	100.00
95	61	60	101.66
96	60	60	100.00
97	58	60	96.66
98	61	60	101.66
99	59	60	98.33
100	59	60	98.33
101	60	60	100.00
