2	21	60	35.00
3	30	60	50.00
4	41	60	68.33
5	25	60	41.66
6	23	60	38.33
7	30	60	50.00
8	17	60	28.33
9	27	60	45.00
10	24	60	40.00
11	22	60	36.66
12	25	60	41.66
13	47	60	78.33
14	11	60	18.33
15	38	60	63.33
16	12	60	20.00
17	19	60	31.66
18	34	60	56.66
19	21	60	35.00
20	26	60	43.33
21	9	60	15.00
22	90	90	100.00
23	91	90	101.11
24	89	90	98.88
25	91	90	101.11
26	87	90	96.66
27	88	91	96.70
28	91	90	101.11
29	86	91	94.50
30	91	91	100.00
31	91	90	101.11
32	91	90	101.11
33	91	90	101.11
34	91	90	101.11
35	90	90	100.00
36	88	90	97.77
37	91	91	100.00
38	92	90	102.22
39	92	90	102.22
40	92	90	102.22
41	90	91	98.90
