1	100.00
2	66.66
3	51.85
4	47.50
5	43.39
6	38.46
7	36.70
8	33.33
9	31.73
10	29.56
11	27.55
12	27.14
13	27.45
14	26.06
15	25.28
16	24.73
17	24.75
18	25.11
19	25.32
20	25.41
21	24.11
22	24.15
23	23.55
24	23.10
25	23.92
26	25.71
27	26.60
28	25.88
29	25.64
30	25.47
31	25.06
32	25.38
33	25.06
34	24.57
35	24.35
36	23.86
37	24.11
38	23.65
39	23.27
40	23.06
41	22.50
42	22.33
43	22.20
44	21.85
45	22.02
46	21.76
47	21.93
48	21.86
49	21.96
50	21.46
51	21.24
52	20.78
53	20.67
54	20.60
55	20.35
56	20.57
57	20.48
58	20.55
59	20.35
60	20.40
