1	150.00
2	50.00
3	29.41
4	20.00
5	14.70
6	12.50
7	10.63
8	9.09
9	8.06
10	7.14
11	6.32
12	5.88
13	5.31
14	5.00
15	4.58
16	4.34
17	4.09
18	3.84
19	3.67
20	3.44
21	3.33
22	3.12
23	2.95
24	2.85
25	2.73
26	2.63
27	2.53
28	2.43
29	2.36
30	2.27
31	2.18
32	2.12
33	2.07
34	2.00
35	1.93
36	1.88
37	1.84
38	1.78
39	1.74
40	1.69
41	1.65
42	1.61
43	1.57
44	1.53
45	1.50
46	1.47
47	1.44
48	1.40
49	1.93
50	2.16
51	2.12
52	2.07
53	2.03
54	2.00
55	1.96
56	1.92
57	1.89
58	1.86
59	1.82
60	1.79
